legal_name,last_name,first_name,temp,tags,flip_background,flop_background
Mike  Gallagher,Gallagher,Mike,Mike Gallagher,"Republican Party, Wisconsin, US Representative",mike_gallagher_red.png,mike_gallagher_blue.png
Thomas  Garrett,Garrett,Thomas,Thomas Garrett,"Republican Party, Virginia, US Representative",thomas_garrett_red.png,thomas_garrett_blue.png
Vicente  Gonzalez,Gonzalez,Vicente,Vicente Gonzalez,"Democratic Party, Texas, US Representative",vicente_gonzalez_red.png,vicente_gonzalez_blue.png
Josh  Gottheimer,Gottheimer,Josh,Josh Gottheimer,"Democratic Party, New Jersey, US Representative",josh_gottheimer_red.png,josh_gottheimer_blue.png
Ralph M. Hall,Hall,Ralph M.,Ralph M. Hall,"Republican Party, Texas, US Representative",ralph_hall_red.png,ralph_hall_blue.png
Thomas  Harkin,Harkin,Thomas,Thomas Harkin,"Democratic Party, Iowa, Senator",thomas_harkin_red.png,thomas_harkin_blue.png
Jane  Harman,Harman,Jane,Jane Harman,"Democratic Party, California, US Representative",jane_harman_red.png,jane_harman_blue.png
J. Dennis Hastert,Hastert,J. Dennis,J. Dennis Hastert,"Republican Party, Illinois, US Representative",j._hastert_red.png,j._hastert_blue.png
Alcee L. Hastings,Hastings,Alcee L.,Alcee L. Hastings,"Democratic Party, Florida, US Representative",alcee_hastings_red.png,alcee_hastings_blue.png
Doc  Hastings,Hastings,Doc,Doc Hastings,"Republican Party, Washington, US Representative",doc_hastings_red.png,doc_hastings_blue.png
Orrin G. Hatch,Hatch,Orrin G.,Orrin G. Hatch,"Republican Party, Utah, Senator",orrin_hatch_red.png,orrin_hatch_blue.png
Walter  Herger,Herger,Walter,Walter Herger,"Republican Party, California, US Representative",walter_herger_red.png,walter_herger_blue.png
Maurice D. Hinchey,Hinchey,Maurice D.,Maurice D. Hinchey,"Democratic Party, New York, US Representative",maurice_hinchey_red.png,maurice_hinchey_blue.png
Rub√©n E. Hinojosa,Hinojosa,Rub√©n E.,Rub√©n E. Hinojosa,"Democratic Party, Texas, US Representative",rub„©n_hinojosa_red.png,rub„©n_hinojosa_blue.png
David Lee Hobson,Hobson,David Lee,David Lee Hobson,"Republican Party, Ohio, US Representative",david_hobson_red.png,david_hobson_blue.png
Peter  Hoekstra,Hoekstra,Peter,Peter Hoekstra,"Republican Party, Michigan, US Representative",peter_hoekstra_red.png,peter_hoekstra_blue.png
Tim  Holden,Holden,Tim,Tim Holden,"Democratic Party, Pennsylvania, US Representative",tim_holden_red.png,tim_holden_blue.png
Darlene  Hooley,Hooley,Darlene,Darlene Hooley,"Democratic Party, Oregon, US Representative",darlene_hooley_red.png,darlene_hooley_blue.png
Steny H. Hoyer,Hoyer,Steny H.,Steny H. Hoyer,"Democratic Party, Maryland, US Representative",steny_hoyer_red.png,steny_hoyer_blue.png
Kenny C. Hulshof,Hulshof,Kenny C.,Kenny C. Hulshof,"Republican Party, Missouri, US Representative",kenny_hulshof_red.png,kenny_hulshof_blue.png
Duncan L. Hunter,Hunter,Duncan L.,Duncan L. Hunter,"Republican Party, California, US Representative",duncan_hunter_red.png,duncan_hunter_blue.png
Kay Bailey Hutchison,Hutchison,Kay Bailey,Kay Bailey Hutchison,"Republican Party, Texas, Senator",kay_hutchison_red.png,kay_hutchison_blue.png
Charles T. Hagel,Hagel,Charles T.,Charles T. Hagel,"Republican Party, Nebraska, Senator",charles_hagel_red.png,charles_hagel_blue.png
Robin C. Hayes,Hayes,Robin C.,Robin C. Hayes,"Republican Party, North Carolina, US Representative",robin_hayes_red.png,robin_hayes_blue.png
Baron P. Hill,Hill,Baron P.,Baron P. Hill,"Democratic Party, Indiana, US Representative",baron_hill_red.png,baron_hill_blue.png
Rush D. Holt,Holt,Rush D.,Rush D. Holt,"Democratic Party, New Jersey, US Representative",rush_holt_red.png,rush_holt_blue.png
Michael M. Honda,Honda,Michael M.,Michael M. Honda,"Democratic Party, California, US Representative",michael_honda_red.png,michael_honda_blue.png
Jeb  Hensarling,Hensarling,Jeb,Jeb Hensarling,"Republican Party, Texas, US Representative",jeb_hensarling_red.png,jeb_hensarling_blue.png
Stephanie  Herseth Sandlin,Herseth Sandlin,Stephanie,Stephanie Herseth Sandlin,"Democratic Party, South Dakota, US Representative",stephanie_herseth_sandlin_red.png,stephanie_herseth_sandlin_blue.png
Brian M. Higgins,Higgins,Brian M.,Brian M. Higgins,"Democratic Party, New York, US Representative",brian_higgins_red.png,brian_higgins_blue.png
John J. Hall,Hall,John J.,John J. Hall,"Democratic Party, New York, US Representative",john_hall_red.png,john_hall_blue.png
Phil  Hare,Hare,Phil,Phil Hare,"Democratic Party, Illinois, US Representative",phil_hare_red.png,phil_hare_blue.png
Dean  Heller,Heller,Dean,Dean Heller,"Republican Party, Nevada, Senator",dean_heller_red.png,dean_heller_blue.png
Mazie K. Hirono,Hirono,Mazie K.,Mazie K. Hirono,"Democratic Party, Hawaii, Senator",mazie_hirono_red.png,mazie_hirono_blue.png
Paul W. Hodes,Hodes,Paul W.,Paul W. Hodes,"Democratic Party, New Hampshire, US Representative",paul_hodes_red.png,paul_hodes_blue.png
Deborah L. Halvorson,Halvorson,Deborah L.,Deborah L. Halvorson,"Democratic Party, Illinois, US Representative",deborah_halvorson_red.png,deborah_halvorson_blue.png
Gregg  Harper,Harper,Gregg,Gregg Harper,"Republican Party, Mississippi, US Representative",gregg_harper_red.png,gregg_harper_blue.png
Martin  Heinrich,Heinrich,Martin,Martin Heinrich,"Democratic Party, New Mexico, Senator",martin_heinrich_red.png,martin_heinrich_blue.png
James A. Himes,Himes,James A.,James A. Himes,"Democratic Party, Connecticut, US Representative",james_himes_red.png,james_himes_blue.png
Duncan D. Hunter,Hunter,Duncan D.,Duncan D. Hunter,"Republican Party, California, US Representative",duncan_hunter_red.png,duncan_hunter_blue.png
Kay  Hagan,Hagan,Kay,Kay Hagan,"Democratic Party, North Carolina, Senator",kay_hagan_red.png,kay_hagan_blue.png
Colleen W. Hanabusa,Hanabusa,Colleen W.,Colleen W. Hanabusa,"Democratic Party, Hawaii, US Representative",colleen_hanabusa_red.png,colleen_hanabusa_blue.png
Richard L. Hanna,Hanna,Richard L.,Richard L. Hanna,"Republican Party, New York, US Representative",richard_hanna_red.png,richard_hanna_blue.png
Andy  Harris,Harris,Andy,Andy Harris,"Republican Party, Maryland, US Representative",andy_harris_red.png,andy_harris_blue.png
Vicky  Hartzler,Hartzler,Vicky,Vicky Hartzler,"Republican Party, Missouri, US Representative",vicky_hartzler_red.png,vicky_hartzler_blue.png
Nan  Hayworth,Hayworth,Nan,Nan Hayworth,"Republican Party, New York, US Representative",nan_hayworth_red.png,nan_hayworth_blue.png
Joseph J. Heck,Heck,Joseph J.,Joseph J. Heck,"Republican Party, Nevada, US Representative",joseph_heck_red.png,joseph_heck_blue.png
Jaime  Herrera Beutler,Herrera Beutler,Jaime,Jaime Herrera Beutler,"Republican Party, Washington, US Representative",jaime_herrera_beutler_red.png,jaime_herrera_beutler_blue.png
Tim  Huelskamp,Huelskamp,Tim,Tim Huelskamp,"Republican Party, Kansas, US Representative",tim_huelskamp_red.png,tim_huelskamp_blue.png
Bill  Huizenga,Huizenga,Bill,Bill Huizenga,"Republican Party, Michigan, US Representative",bill_huizenga_red.png,bill_huizenga_blue.png
Randy  Hultgren,Hultgren,Randy,Randy Hultgren,"Republican Party, Illinois, US Representative",randy_hultgren_red.png,randy_hultgren_blue.png
Robert  Hurt,Hurt,Robert,Robert Hurt,"Republican Party, Virginia, US Representative",robert_hurt_red.png,robert_hurt_blue.png
John  Hoeven,Hoeven,John,John Hoeven,"Republican Party, North Dakota, Senator",john_hoeven_red.png,john_hoeven_blue.png
Kathleen C. Hochul,Hochul,Kathleen C.,Kathleen C. Hochul,"Democratic Party, New York, US Representative",kathleen_hochul_red.png,kathleen_hochul_blue.png
Janice  Hahn,Hahn,Janice,Janice Hahn,"Democratic Party, California, US Representative",janice_hahn_red.png,janice_hahn_blue.png
Denny  Heck,Heck,Denny,Denny Heck,"Democratic Party, Washington, US Representative",denny_heck_red.png,denny_heck_blue.png
George  Holding,Holding,George,George Holding,"Republican Party, North Carolina, US Representative",george_holding_red.png,george_holding_blue.png
Richard  Hudson,Hudson,Richard,Richard Hudson,"Republican Party, North Carolina, US Representative",richard_hudson_red.png,richard_hudson_blue.png
Jared  Huffman,Huffman,Jared,Jared Huffman,"Democratic Party, California, US Representative",jared_huffman_red.png,jared_huffman_blue.png
Heidi  Heitkamp,Heitkamp,Heidi,Heidi Heitkamp,"Democratic Party, North Dakota, Senator",heidi_heitkamp_red.png,heidi_heitkamp_blue.png
Jody  Hice,Hice,Jody,Jody Hice,"Republican Party, Georgia, US Representative",jody_hice_red.png,jody_hice_blue.png
French  Hill,Hill,French,French Hill,"Republican Party, Arkansas, US Representative",french_hill_red.png,french_hill_blue.png
Will  Hurd,Hurd,Will,Will Hurd,"Republican Party, Texas, US Representative",will_hurd_red.png,will_hurd_blue.png
Trey  Hollingsworth,Hollingsworth,Trey,Trey Hollingsworth,"Republican Party, Indiana, US Representative",trey_hollingsworth_red.png,trey_hollingsworth_blue.png
Kamala  Harris,Harris,Kamala,Kamala Harris,"Democratic Party, California, Senator",kamala_harris_red.png,kamala_harris_blue.png
Margaret Wood Hassan,Hassan,Margaret Wood,Margaret Wood Hassan,"Democratic Party, New Hampshire, Senator",margaret_hassan_red.png,margaret_hassan_blue.png
Clay  Higgins,Higgins,Clay,Clay Higgins,"Republican Party, Louisiana, US Representative",clay_higgins_red.png,clay_higgins_blue.png
Bob  Inglis,Inglis,Bob,Bob Inglis,"Republican Party, South Carolina, US Representative",bob_inglis_red.png,bob_inglis_blue.png
James M. Inhofe,Inhofe,James M.,James M. Inhofe,"Republican Party, Oklahoma, Senator",james_inhofe_red.png,james_inhofe_blue.png
Daniel K. Inouye,Inouye,Daniel K.,Daniel K. Inouye,"Democratic Party, Hawaii, Senator",daniel_inouye_red.png,daniel_inouye_blue.png
Jay  Inslee,Inslee,Jay,Jay Inslee,"Democratic Party, Washington, US Representative",jay_inslee_red.png,jay_inslee_blue.png
John H. Isakson,Isakson,John H.,John H. Isakson,"Republican Party, Georgia, Senator",john_isakson_red.png,john_isakson_blue.png
Darrell E. Issa,Issa,Darrell E.,Darrell E. Issa,"Republican Party, California, US Representative",darrell_issa_red.png,darrell_issa_blue.png
Steve J. Israel,Israel,Steve J.,Steve J. Israel,"Democratic Party, New York, US Representative",steve_israel_red.png,steve_israel_blue.png
Sheila  Jackson Lee,Jackson Lee,Sheila,Sheila Jackson Lee,"Democratic Party, Texas, US Representative",sheila_jackson_lee_red.png,sheila_jackson_lee_blue.png
William J. Jefferson,Jefferson,William J.,William J. Jefferson,"Democratic Party, Louisiana, US Representative",william_jefferson_red.png,william_jefferson_blue.png
Eddie Bernice Johnson,Johnson,Eddie Bernice,Eddie Bernice Johnson,"Democratic Party, Texas, US Representative",eddie_johnson_red.png,eddie_johnson_blue.png
Sam Robert Johnson,Johnson,Sam Robert,Sam Robert Johnson,"Republican Party, Texas, US Representative",sam_johnson_red.png,sam_johnson_blue.png
Tim P. Johnson,Johnson,Tim P.,Tim P. Johnson,"Democratic Party, South Dakota, Senator",tim_johnson_red.png,tim_johnson_blue.png
Walter B. Jones,Jones,Walter B.,Walter B. Jones,"Republican Party, North Carolina, US Representative",walter_jones_red.png,walter_jones_blue.png
Jesse Louis Jackson,Jackson,Jesse Louis,Jesse Louis Jackson,"Democratic Party, Illinois, US Representative",jesse_jackson_red.png,jesse_jackson_blue.png
Stephanie Tubbs Jones,Jones,Stephanie Tubbs,Stephanie Tubbs Jones,"Democratic Party, Ohio, US Representative",stephanie_jones_red.png,stephanie_jones_blue.png
Timothy V. Johnson,Johnson,Timothy V.,Timothy V. Johnson,"Republican Party, Illinois, US Representative",timothy_johnson_red.png,timothy_johnson_blue.png
Henry C. Johnson,Johnson,Henry C.,Henry C. Johnson,"Democratic Party, Georgia, US Representative",henry_johnson_red.png,henry_johnson_blue.png
Jim  Jordan,Jordan,Jim,Jim Jordan,"Republican Party, Ohio, US Representative",jim_jordan_red.png,jim_jordan_blue.png
Lynn  Jenkins,Jenkins,Lynn,Lynn Jenkins,"Republican Party, Kansas, US Representative",lynn_jenkins_red.png,lynn_jenkins_blue.png
Mike  Johanns,Johanns,Mike,Mike Johanns,"Republican Party, Nebraska, Senator",mike_johanns_red.png,mike_johanns_blue.png
Bill  Johnson,Johnson,Bill,Bill Johnson,"Republican Party, Ohio, US Representative",bill_johnson_red.png,bill_johnson_blue.png
Ron  Johnson,Johnson,Ron,Ron Johnson,"Republican Party, Wisconsin, Senator",ron_johnson_red.png,ron_johnson_blue.png
Hakeem S. Jeffries,Jeffries,Hakeem S.,Hakeem S. Jeffries,"Democratic Party, New York, US Representative",hakeem_jeffries_red.png,hakeem_jeffries_blue.png
David P. Joyce,Joyce,David P.,David P. Joyce,"Republican Party, Ohio, US Representative",david_joyce_red.png,david_joyce_blue.png
Evan  Jenkins,Jenkins,Evan,Evan Jenkins,"Republican Party, West Virginia, US Representative",evan_jenkins_red.png,evan_jenkins_blue.png
Pramila  Jayapal,Jayapal,Pramila,Pramila Jayapal,"Democratic Party, Washington, US Representative",pramila_jayapal_red.png,pramila_jayapal_blue.png
Mike  Johnson,Johnson,Mike,Mike Johnson,"Republican Party, Louisiana, US Representative",mike_johnson_red.png,mike_johnson_blue.png
Paul E. Kanjorski,Kanjorski,Paul E.,Paul E. Kanjorski,"Democratic Party, Pennsylvania, US Representative",paul_kanjorski_red.png,paul_kanjorski_blue.png
Marcy  Kaptur,Kaptur,Marcy,Marcy Kaptur,"Democratic Party, Ohio, US Representative",marcy_kaptur_red.png,marcy_kaptur_blue.png
Edward M. Kennedy,Kennedy,Edward M.,Edward M. Kennedy,"Democratic Party, Massachusetts, Senator",edward_kennedy_red.png,edward_kennedy_blue.png
Patrick Joseph Kennedy,Kennedy,Patrick Joseph,Patrick Joseph Kennedy,"Democratic Party, Rhode Island, US Representative",patrick_kennedy_red.png,patrick_kennedy_blue.png
John Forbes Kerry,Kerry,John Forbes,John Forbes Kerry,"Democratic Party, Massachusetts, Senator",john_kerry_red.png,john_kerry_blue.png
Dale E. Kildee,Kildee,Dale E.,Dale E. Kildee,"Democratic Party, Michigan, US Representative",dale_kildee_red.png,dale_kildee_blue.png
Carolyn Cheeks Kilpatrick,Kilpatrick,Carolyn Cheeks,Carolyn Cheeks Kilpatrick,"Democratic Party, Michigan, US Representative",carolyn_kilpatrick_red.png,carolyn_kilpatrick_blue.png
Ron James Kind,Kind,Ron James,Ron James Kind,"Democratic Party, Wisconsin, US Representative",ron_kind_red.png,ron_kind_blue.png
Peter T. King,King,Peter T.,Peter T. King,"Republican Party, New York, US Representative",peter_king_red.png,peter_king_blue.png
Jack  Kingston,Kingston,Jack,Jack Kingston,"Republican Party, Georgia, US Representative",jack_kingston_red.png,jack_kingston_blue.png
Joseph K. Knollenberg,Knollenberg,Joseph K.,Joseph K. Knollenberg,"Republican Party, Michigan, US Representative",joseph_knollenberg_red.png,joseph_knollenberg_blue.png
Herbert H. Kohl,Kohl,Herbert H.,Herbert H. Kohl,"Democratic Party, Wisconsin, Senator",herbert_kohl_red.png,herbert_kohl_blue.png
Dennis J. Kucinich,Kucinich,Dennis J.,Dennis J. Kucinich,"Democratic Party, Ohio, US Representative",dennis_kucinich_red.png,dennis_kucinich_blue.png
Jon  Kyl,Kyl,Jon,Jon Kyl,"Republican Party, Arizona, Senator",jon_kyl_red.png,jon_kyl_blue.png
Mark Steven Kirk,Kirk,Mark Steven,Mark Steven Kirk,"Republican Party, Illinois, Senator",mark_kirk_red.png,mark_kirk_blue.png
Ric  Keller,Keller,Ric,Ric Keller,"Republican Party, Florida, US Representative",ric_keller_red.png,ric_keller_blue.png
Steve A. King,King,Steve A.,Steve A. King,"Republican Party, Iowa, US Representative",steve_king_red.png,steve_king_blue.png
John Paul Kline,Kline,John Paul,John Paul Kline,"Republican Party, Minnesota, US Representative",john_kline_red.png,john_kline_blue.png
John R. Kuhl,Kuhl,John R.,John R. Kuhl,"Republican Party, New York, US Representative",john_kuhl_red.png,john_kuhl_blue.png
Steve  Kagen,Kagen,Steve,Steve Kagen,"Democratic Party, Wisconsin, US Representative",steve_kagen_red.png,steve_kagen_blue.png
Ron  Klein,Klein,Ron,Ron Klein,"Democratic Party, Florida, US Representative",ron_klein_red.png,ron_klein_blue.png
Amy Jean Klobuchar,Klobuchar,Amy Jean,Amy Jean Klobuchar,"Democratic Party, Minnesota, Senator",amy_klobuchar_red.png,amy_klobuchar_blue.png
Ann  Kirkpatrick,Kirkpatrick,Ann,Ann Kirkpatrick,"Democratic Party, Arizona, US Representative",ann_kirkpatrick_red.png,ann_kirkpatrick_blue.png
Larry  Kissell,Kissell,Larry,Larry Kissell,"Democratic Party, North Carolina, US Representative",larry_kissell_red.png,larry_kissell_blue.png
Suzanne M. Kosmas,Kosmas,Suzanne M.,Suzanne M. Kosmas,"Democratic Party, Florida, US Representative",suzanne_kosmas_red.png,suzanne_kosmas_blue.png
Frank  Kratovil,Kratovil,Frank,Frank Kratovil,"Democratic Party, Maryland, US Representative",frank_kratovil_red.png,frank_kratovil_blue.png
Mary Jo  Kilroy,Kilroy,Mary Jo,Mary Jo Kilroy,"Democratic Party, Ohio, US Representative",mary_kilroy_red.png,mary_kilroy_blue.png
Edward E. Kaufman,Kaufman,Edward E.,Edward E. Kaufman,"Democratic Party, Delaware, Senator",edward_kaufman_red.png,edward_kaufman_blue.png
Paul G. Kirk,Kirk,Paul G.,Paul G. Kirk,"Democratic Party, Massachusetts, Senator",paul_kirk_red.png,paul_kirk_blue.png
William R. Keating,Keating,William R.,William R. Keating,"Democratic Party, Massachusetts, US Representative",william_keating_red.png,william_keating_blue.png
Mike  Kelly,Kelly,Mike,Mike Kelly,"Republican Party, Pennsylvania, US Representative",mike_kelly_red.png,mike_kelly_blue.png
Adam  Kinzinger,Kinzinger,Adam,Adam Kinzinger,"Republican Party, Illinois, US Representative",adam_kinzinger_red.png,adam_kinzinger_blue.png
Joseph P. Kennedy,Kennedy,Joseph P.,Joseph P. Kennedy,"Democratic Party, Massachusetts, US Representative",joseph_kennedy_red.png,joseph_kennedy_blue.png
Daniel T. Kildee,Kildee,Daniel T.,Daniel T. Kildee,"Democratic Party, Michigan, US Representative",daniel_kildee_red.png,daniel_kildee_blue.png
Derek  Kilmer,Kilmer,Derek,Derek Kilmer,"Democratic Party, Washington, US Representative",derek_kilmer_red.png,derek_kilmer_blue.png
Ann M. Kuster,Kuster,Ann M.,Ann M. Kuster,"Democratic Party, New Hampshire, US Representative",ann_kuster_red.png,ann_kuster_blue.png
Angus  King,King,Angus,Angus King,"Independent, Maine, Senator",angus_king_red.png,angus_king_blue.png
Timothy  Kaine,Kaine,Timothy,Timothy Kaine,"Democratic Party, Virginia, Senator",timothy_kaine_red.png,timothy_kaine_blue.png
Robin  Kelly,Kelly,Robin,Robin Kelly,"Democratic Party, Illinois, US Representative",robin_kelly_red.png,robin_kelly_blue.png
John  Katko,Katko,John,John Katko,"Republican Party, New York, US Representative",john_katko_red.png,john_katko_blue.png
Steve  Knight,Knight,Steve,Steve Knight,"Republican Party, California, US Representative",steve_knight_red.png,steve_knight_blue.png
Trent  Kelly,Kelly,Trent,Trent Kelly,"Republican Party, Mississippi, US Representative",trent_kelly_red.png,trent_kelly_blue.png
Ro  Khanna,Khanna,Ro,Ro Khanna,"Democratic Party, California, US Representative",ro_khanna_red.png,ro_khanna_blue.png
Ruben  Kihuen,Kihuen,Ruben,Ruben Kihuen,"Democratic Party, Nevada, US Representative",ruben_kihuen_red.png,ruben_kihuen_blue.png
Raja  Krishnamoorthi,Krishnamoorthi,Raja,Raja Krishnamoorthi,"Democratic Party, Illinois, US Representative",raja_krishnamoorthi_red.png,raja_krishnamoorthi_blue.png
David  Kustoff,Kustoff,David,David Kustoff,"Republican Party, Tennessee, US Representative",david_kustoff_red.png,david_kustoff_blue.png
John Neely Kennedy,Kennedy,John Neely,John Neely Kennedy,"Republican Party, Louisiana, Senator",john_kennedy_red.png,john_kennedy_blue.png
Blanche Lambert Lincoln,Lincoln,Blanche Lambert,Blanche Lambert Lincoln,"Democratic Party, Arkansas, Senator",blanche_lincoln_red.png,blanche_lincoln_blue.png
Nicholas V. Lampson,Lampson,Nicholas V.,Nicholas V. Lampson,"Democratic Party, Texas, US Representative",nicholas_lampson_red.png,nicholas_lampson_blue.png
Tom  Lantos,Lantos,Tom,Tom Lantos,"Democratic Party, California, US Representative",tom_lantos_red.png,tom_lantos_blue.png
Tom P. Latham,Latham,Tom P.,Tom P. Latham,"Republican Party, Iowa, US Representative",tom_latham_red.png,tom_latham_blue.png
Frank R. Lautenberg,Lautenberg,Frank R.,Frank R. Lautenberg,"Democratic Party, New Jersey, Senator",frank_lautenberg_red.png,frank_lautenberg_blue.png
Patrick J. Leahy,Leahy,Patrick J.,Patrick J. Leahy,"Democratic Party, Vermont, Senator",patrick_leahy_red.png,patrick_leahy_blue.png
Carl  Levin,Levin,Carl,Carl Levin,"Democratic Party, Michigan, Senator",carl_levin_red.png,carl_levin_blue.png
Sander M. Levin,Levin,Sander M.,Sander M. Levin,"Democratic Party, Michigan, US Representative",sander_levin_red.png,sander_levin_blue.png
Jerry  Lewis,Lewis,Jerry,Jerry Lewis,"Republican Party, California, US Representative",jerry_lewis_red.png,jerry_lewis_blue.png
John R. Lewis,Lewis,John R.,John R. Lewis,"Democratic Party, Georgia, US Representative",john_lewis_red.png,john_lewis_blue.png
Ron  Lewis,Lewis,Ron,Ron Lewis,"Republican Party, Kentucky, US Representative",ron_lewis_red.png,ron_lewis_blue.png
Joseph I. Lieberman,Lieberman,Joseph I.,Joseph I. Lieberman,"Independent, Connecticut, Senator",joseph_lieberman_red.png,joseph_lieberman_blue.png
John  Linder,Linder,John,John Linder,"Republican Party, Georgia, US Representative",john_linder_red.png,john_linder_blue.png
Zoe  Lofgren,Lofgren,Zoe,Zoe Lofgren,"Democratic Party, California, US Representative",zoe_lofgren_red.png,zoe_lofgren_blue.png
Nita M. Lowey,Lowey,Nita M.,Nita M. Lowey,"Democratic Party, New York, US Representative",nita_lowey_red.png,nita_lowey_blue.png
Frank D. Lucas,Lucas,Frank D.,Frank D. Lucas,"Republican Party, Oklahoma, US Representative",frank_lucas_red.png,frank_lucas_blue.png
Richard G. Lugar,Lugar,Richard G.,Richard G. Lugar,"Republican Party, Indiana, Senator",richard_lugar_red.png,richard_lugar_blue.png
Daniel E. Lungren,Lungren,Daniel E.,Daniel E. Lungren,"Republican Party, California, US Representative",daniel_lungren_red.png,daniel_lungren_blue.png
Mary L. Landrieu,Landrieu,Mary L.,Mary L. Landrieu,"Democratic Party, Louisiana, Senator",mary_landrieu_red.png,mary_landrieu_blue.png
Barbara  Lee,Lee,Barbara,Barbara Lee,"Democratic Party, California, US Representative",barbara_lee_red.png,barbara_lee_blue.png
Ray H. LaHood,LaHood,Ray H.,Ray H. LaHood,"Republican Party, Illinois, US Representative",ray_lahood_red.png,ray_lahood_blue.png
Steven C. LaTourette,LaTourette,Steven C.,Steven C. LaTourette,"Republican Party, Ohio, US Representative",steven_latourette_red.png,steven_latourette_blue.png
Frank A. LoBiondo,LoBiondo,Frank A.,Frank A. LoBiondo,"Republican Party, New Jersey, US Representative",frank_lobiondo_red.png,frank_lobiondo_blue.png
John B. Larson,Larson,John B.,John B. Larson,"Democratic Party, Connecticut, US Representative",john_larson_red.png,john_larson_blue.png
James R. Langevin,Langevin,James R.,James R. Langevin,"Democratic Party, Rhode Island, US Representative",james_langevin_red.png,james_langevin_blue.png
Rick  Larsen,Larsen,Rick,Rick Larsen,"Democratic Party, Washington, US Representative",rick_larsen_red.png,rick_larsen_blue.png
Stephen F. Lynch,Lynch,Stephen F.,Stephen F. Lynch,"Democratic Party, Massachusetts, US Representative",stephen_lynch_red.png,stephen_lynch_blue.png
Daniel William Lipinski,Lipinski,Daniel William,Daniel William Lipinski,"Democratic Party, Illinois, US Representative",daniel_lipinski_red.png,daniel_lipinski_blue.png
Doug  Lamborn,Lamborn,Doug,Doug Lamborn,"Republican Party, Colorado, US Representative",doug_lamborn_red.png,doug_lamborn_blue.png
David  Loebsack,Loebsack,David,David Loebsack,"Democratic Party, Iowa, US Representative",david_loebsack_red.png,david_loebsack_blue.png
Robert E. Latta,Latta,Robert E.,Robert E. Latta,"Republican Party, Ohio, US Representative",robert_latta_red.png,robert_latta_blue.png
Leonard  Lance,Lance,Leonard,Leonard Lance,"Republican Party, New Jersey, US Representative",leonard_lance_red.png,leonard_lance_blue.png
Christopher John Lee,Lee,Christopher John,Christopher John Lee,"Republican Party, New York, US Representative",christopher_lee_red.png,christopher_lee_blue.png
Blaine  Luetkemeyer,Luetkemeyer,Blaine,Blaine Luetkemeyer,"Republican Party, Missouri, US Representative",blaine_luetkemeyer_red.png,blaine_luetkemeyer_blue.png
Ben Ray Luj√°n,Luj√°n,Ben Ray,Ben Ray Luj√°n,"Democratic Party, New Mexico, US Representative",ben_luj„°n_red.png,ben_luj„°n_blue.png
Cynthia M. Lummis,Lummis,Cynthia M.,Cynthia M. Lummis,"Republican Party, Wyoming, US Representative",cynthia_lummis_red.png,cynthia_lummis_blue.png
George S. LeMieux,LeMieux,George S.,George S. LeMieux,"Republican Party, Florida, Senator",george_lemieux_red.png,george_lemieux_blue.png
Ra√∫l R. Labrador,Labrador,Ra√∫l R.,Ra√∫l R. Labrador,"Republican Party, Idaho, US Representative",ra„∫l_labrador_red.png,ra„∫l_labrador_blue.png
Jeff M. Landry,Landry,Jeff M.,Jeff M. Landry,"Republican Party, Louisiana, US Representative",jeff_landry_red.png,jeff_landry_blue.png
James  Lankford,Lankford,James,James Lankford,"Republican Party, Oklahoma, Senator",james_lankford_red.png,james_lankford_blue.png
Billy  Long,Long,Billy,Billy Long,"Republican Party, Missouri, US Representative",billy_long_red.png,billy_long_blue.png
Mike  Lee,Lee,Mike,Mike Lee,"Republican Party, Utah, Senator",mike_lee_red.png,mike_lee_blue.png
Doug  LaMalfa,LaMalfa,Doug,Doug LaMalfa,"Republican Party, California, US Representative",doug_lamalfa_red.png,doug_lamalfa_blue.png
Alan S. Lowenthal,Lowenthal,Alan S.,Alan S. Lowenthal,"Democratic Party, California, US Representative",alan_lowenthal_red.png,alan_lowenthal_blue.png
Michelle  Lujan Grisham,Lujan Grisham,Michelle,Michelle Lujan Grisham,"Democratic Party, New Mexico, US Representative",michelle_lujan_grisham_red.png,michelle_lujan_grisham_blue.png
Brenda  Lawrence,Lawrence,Brenda,Brenda Lawrence,"Democratic Party, Michigan, US Representative",brenda_lawrence_red.png,brenda_lawrence_blue.png
Ted  Lieu,Lieu,Ted,Ted Lieu,"Democratic Party, California, US Representative",ted_lieu_red.png,ted_lieu_blue.png
Barry  Loudermilk,Loudermilk,Barry,Barry Loudermilk,"Republican Party, Georgia, US Representative",barry_loudermilk_red.png,barry_loudermilk_blue.png
Mia  Love,Love,Mia,Mia Love,"Republican Party, Utah, US Representative",mia_love_red.png,mia_love_blue.png
Darin  LaHood,LaHood,Darin,Darin LaHood,"Republican Party, Illinois, US Representative",darin_lahood_red.png,darin_lahood_blue.png
Al  Lawson,Lawson,Al,Al Lawson,"Democratic Party, Florida, US Representative",al_lawson_red.png,al_lawson_blue.png
Jason  Lewis,Lewis,Jason,Jason Lewis,"Republican Party, Minnesota, US Representative",jason_lewis_red.png,jason_lewis_blue.png
Carolyn B. Maloney,Maloney,Carolyn B.,Carolyn B. Maloney,"Democratic Party, New York, US Representative",carolyn_maloney_red.png,carolyn_maloney_blue.png
Edward J. Markey,Markey,Edward J.,Edward J. Markey,"Democratic Party, Massachusetts, Senator",edward_markey_red.png,edward_markey_blue.png
